Reciprocal In Out
46.0 10.0 14.0
7.0 7.0 0.0
3.0 6.0 1.0
4.0 17.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 14.0 0.0
1.0 2.0 0.0
0.0 0.0 0.0
13.0 15.0 3.0
15.0 24.0 4.0
1.0 1.0 0.0
1.0 2.0 0.0
4.0 22.0 6.0
1.0 0.0 0.0
0.0 0.0 0.0
19.0 12.0 12.0
21.0 14.0 0.0
29.0 52.0 225.0
7.0 3.0 0.0
0.0 2.0 0.0
0.0 1.0 0.0
2.0 6.0 0.0
17.0 18.0 4.0
1.0 2.0 1.0
1.0 2.0 0.0
19.0 26.0 2.0
2.0 3.0 0.0
5.0 7.0 1.0
27.0 35.0 237.0
2.0 1.0 1.0
1.0 0.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
2.0 13.0 0.0
53.0 90.0 411.0
36.0 44.0 15.0
1.0 1.0 0.0
1.0 1.0 0.0
16.0 25.0 55.0
1.0 0.0 0.0
2.0 2.0 1.0
0.0 0.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
9.0 7.0 4.0
1.0 3.0 0.0
17.0 19.0 4.0
1.0 9.0 70.0
1.0 15.0 0.0
1.0 2.0 0.0
1.0 0.0 0.0
1.0 4.0 15.0
12.0 15.0 14.0
2.0 3.0 0.0
1.0 1.0 0.0
4.0 7.0 0.0
12.0 2.0 1.0
1.0 6.0 0.0
1.0 1.0 0.0
5.0 6.0 1.0
1.0 7.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
5.0 6.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 6.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
5.0 5.0 1.0
1.0 1.0 0.0
2.0 3.0 1.0
3.0 10.0 1.0
1.0 1.0 0.0
2.0 1.0 0.0
3.0 4.0 1.0
0.0 1.0 0.0
9.0 6.0 0.0
10.0 17.0 1.0
0.0 2.0 0.0
2.0 1.0 0.0
11.0 25.0 5.0
1.0 4.0 0.0
2.0 9.0 8.0
1.0 1.0 0.0
1.0 2.0 1.0
2.0 1.0 1.0
7.0 1.0 1.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
8.0 53.0 57.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
3.0 5.0 0.0
1.0 1.0 0.0
34.0 45.0 161.0
1.0 1.0 0.0
1.0 12.0 2.0
19.0 13.0 69.0
2.0 2.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 6.0 1.0
1.0 3.0 0.0
43.0 47.0 156.0
0.0 0.0 0.0
3.0 7.0 1.0
8.0 3.0 20.0
5.0 8.0 1.0
8.0 7.0 27.0
1.0 2.0 1.0
1.0 10.0 0.0
2.0 7.0 1.0
1.0 2.0 0.0
3.0 12.0 1.0
0.0 1.0 0.0
13.0 17.0 1.0
6.0 11.0 0.0
37.0 24.0 2.0
1.0 1.0 0.0
3.0 12.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
48.0 71.0 8.0
1.0 1.0 0.0
3.0 10.0 1.0
10.0 49.0 59.0
0.0 2.0 0.0
3.0 12.0 1.0
1.0 4.0 0.0
2.0 12.0 21.0
8.0 12.0 8.0
1.0 5.0 0.0
17.0 13.0 15.0
1.0 2.0 0.0
0.0 0.0 0.0
6.0 8.0 1.0
7.0 6.0 7.0
0.0 5.0 0.0
9.0 17.0 1.0
9.0 17.0 0.0
3.0 10.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 5.0 1.0
2.0 19.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 4.0 1.0
1.0 1.0 0.0
1.0 5.0 0.0
11.0 11.0 2.0
2.0 2.0 0.0
11.0 6.0 4.0
1.0 1.0 0.0
3.0 3.0 0.0
2.0 4.0 0.0
22.0 25.0 1.0
1.0 1.0 0.0
2.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 3.0 0.0
2.0 12.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 7.0 1.0
8.0 1.0 0.0
16.0 10.0 22.0
1.0 13.0 1.0
2.0 1.0 0.0
0.0 1.0 0.0
12.0 17.0 11.0
1.0 16.0 0.0
5.0 4.0 0.0
0.0 3.0 0.0
3.0 15.0 3.0
2.0 1.0 0.0
1.0 6.0 0.0
2.0 4.0 0.0
4.0 10.0 0.0
48.0 24.0 7.0
6.0 8.0 1.0
9.0 33.0 1.0
5.0 4.0 0.0
1.0 11.0 0.0
3.0 10.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 17.0 15.0
3.0 19.0 5.0
0.0 0.0 0.0
3.0 8.0 0.0
21.0 11.0 0.0
3.0 19.0 0.0
28.0 24.0 81.0
0.0 1.0 0.0
6.0 13.0 7.0
33.0 42.0 18.0
1.0 1.0 0.0
3.0 7.0 1.0
1.0 2.0 1.0
0.0 1.0 0.0
1.0 8.0 0.0
4.0 12.0 1.0
3.0 6.0 1.0
0.0 0.0 0.0
2.0 5.0 1.0
0.0 0.0 0.0
20.0 36.0 1.0
14.0 31.0 1.0
0.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 23.0 1.0
25.0 29.0 256.0
5.0 1.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 4.0 1.0
5.0 3.0 0.0
2.0 19.0 1.0
3.0 2.0 23.0
0.0 1.0 0.0
1.0 2.0 0.0
2.0 2.0 0.0
2.0 2.0 0.0
0.0 0.0 0.0
2.0 11.0 1.0
0.0 0.0 0.0
3.0 1.0 0.0
1.0 1.0 0.0
4.0 4.0 0.0
65.0 35.0 9.0
4.0 12.0 1.0
2.0 6.0 0.0
2.0 26.0 1.0
1.0 1.0 0.0
1.0 13.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 14.0 1.0
1.0 10.0 2.0
1.0 1.0 0.0
3.0 4.0 0.0
1.0 3.0 0.0
0.0 3.0 0.0
2.0 7.0 0.0
2.0 6.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
18.0 6.0 3.0
1.0 10.0 0.0
0.0 1.0 0.0
1.0 4.0 0.0
10.0 6.0 1.0
0.0 1.0 0.0
3.0 11.0 22.0
2.0 2.0 0.0
1.0 12.0 0.0
0.0 1.0 0.0
7.0 13.0 0.0
4.0 3.0 1.0
1.0 1.0 0.0
2.0 1.0 0.0
1.0 1.0 0.0
2.0 7.0 1.0
60.0 12.0 76.0
0.0 0.0 0.0
6.0 11.0 12.0
1.0 3.0 0.0
3.0 17.0 0.0
1.0 7.0 0.0
7.0 8.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
9.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
8.0 25.0 0.0
3.0 3.0 1.0
9.0 7.0 0.0
1.0 2.0 0.0
2.0 3.0 1.0
0.0 1.0 0.0
1.0 2.0 0.0
0.0 0.0 0.0
5.0 6.0 0.0
1.0 3.0 0.0
2.0 11.0 12.0
1.0 1.0 0.0
0.0 0.0 0.0
5.0 5.0 0.0
3.0 6.0 1.0
24.0 5.0 0.0
6.0 4.0 1.0
4.0 2.0 1.0
1.0 9.0 0.0
1.0 7.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
2.0 7.0 4.0
9.0 13.0 12.0
65.0 44.0 73.0
15.0 22.0 33.0
1.0 1.0 0.0
7.0 21.0 0.0
25.0 44.0 61.0
1.0 1.0 0.0
1.0 3.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 7.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
5.0 9.0 0.0
15.0 17.0 0.0
17.0 9.0 21.0
4.0 4.0 1.0
1.0 0.0 0.0
3.0 1.0 0.0
3.0 1.0 0.0
1.0 9.0 1.0
0.0 0.0 0.0
12.0 11.0 1.0
34.0 36.0 23.0
1.0 1.0 0.0
0.0 1.0 0.0
4.0 18.0 1.0
0.0 0.0 0.0
1.0 3.0 0.0
17.0 30.0 18.0
31.0 36.0 54.0
2.0 5.0 2.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 0.0 0.0
3.0 6.0 0.0
1.0 13.0 0.0
51.0 39.0 4.0
1.0 3.0 0.0
5.0 14.0 0.0
1.0 2.0 0.0
5.0 7.0 1.0
1.0 11.0 0.0
0.0 1.0 0.0
2.0 2.0 0.0
18.0 46.0 20.0
39.0 49.0 23.0
6.0 16.0 1.0
15.0 2.0 0.0
5.0 8.0 22.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
3.0 4.0 0.0
2.0 1.0 0.0
1.0 3.0 0.0
1.0 2.0 0.0
1.0 4.0 0.0
2.0 13.0 2.0
2.0 3.0 1.0
1.0 1.0 0.0
2.0 5.0 0.0
1.0 1.0 0.0
0.0 3.0 0.0
2.0 2.0 0.0
4.0 11.0 2.0
1.0 2.0 0.0
13.0 11.0 106.0
1.0 2.0 0.0
7.0 3.0 0.0
5.0 2.0 25.0
2.0 3.0 0.0
5.0 5.0 1.0
1.0 1.0 0.0
17.0 10.0 1.0
27.0 5.0 10.0
23.0 20.0 10.0
21.0 25.0 147.0
5.0 2.0 0.0
2.0 3.0 0.0
1.0 22.0 1.0
1.0 1.0 0.0
3.0 5.0 28.0
5.0 1.0 1.0
1.0 1.0 0.0
4.0 5.0 0.0
26.0 16.0 1.0
1.0 1.0 1.0
8.0 5.0 0.0
0.0 0.0 0.0
1.0 3.0 0.0
19.0 16.0 1.0
2.0 4.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
11.0 12.0 0.0
19.0 34.0 15.0
4.0 21.0 1.0
8.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
6.0 9.0 0.0
1.0 3.0 0.0
1.0 7.0 0.0
0.0 1.0 0.0
6.0 10.0 1.0
1.0 2.0 0.0
4.0 4.0 6.0
1.0 1.0 0.0
0.0 1.0 0.0
10.0 8.0 1.0
11.0 10.0 23.0
30.0 31.0 2.0
9.0 10.0 2.0
21.0 9.0 0.0
0.0 1.0 0.0
2.0 1.0 0.0
0.0 1.0 0.0
2.0 4.0 1.0
5.0 6.0 1.0
0.0 1.0 0.0
5.0 8.0 0.0
2.0 11.0 3.0
0.0 3.0 0.0
6.0 3.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
8.0 26.0 1.0
53.0 96.0 31.0
11.0 18.0 2.0
6.0 17.0 4.0
13.0 25.0 24.0
8.0 6.0 38.0
1.0 3.0 0.0
1.0 5.0 1.0
1.0 6.0 0.0
1.0 1.0 0.0
0.0 2.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
43.0 15.0 11.0
1.0 4.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
9.0 11.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
22.0 43.0 26.0
1.0 3.0 1.0
2.0 6.0 0.0
0.0 0.0 0.0
6.0 5.0 0.0
9.0 10.0 2.0
0.0 1.0 0.0
1.0 17.0 0.0
1.0 13.0 0.0
1.0 1.0 0.0
2.0 11.0 2.0
1.0 2.0 0.0
5.0 6.0 0.0
5.0 11.0 1.0
1.0 1.0 0.0
14.0 18.0 1.0
21.0 16.0 1.0
1.0 7.0 0.0
1.0 2.0 0.0
3.0 4.0 0.0
2.0 1.0 1.0
5.0 13.0 9.0
15.0 12.0 21.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 3.0 1.0
6.0 6.0 2.0
0.0 1.0 0.0
42.0 42.0 206.0
2.0 5.0 1.0
0.0 1.0 0.0
4.0 14.0 6.0
26.0 21.0 209.0
1.0 2.0 3.0
2.0 2.0 1.0
2.0 34.0 22.0
6.0 1.0 1.0
3.0 12.0 12.0
4.0 9.0 0.0
21.0 30.0 1.0
1.0 1.0 0.0
8.0 51.0 68.0
7.0 9.0 2.0
38.0 39.0 341.0
1.0 1.0 0.0
2.0 9.0 1.0
1.0 1.0 0.0
1.0 11.0 2.0
0.0 0.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
5.0 14.0 1.0
4.0 5.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
8.0 10.0 1.0
4.0 33.0 1.0
10.0 16.0 83.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
2.0 7.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
25.0 59.0 347.0
2.0 2.0 0.0
4.0 9.0 1.0
1.0 3.0 0.0
12.0 20.0 20.0
3.0 5.0 0.0
0.0 1.0 0.0
7.0 7.0 0.0
0.0 1.0 0.0
14.0 15.0 6.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 16.0 0.0
2.0 1.0 0.0
11.0 18.0 6.0
1.0 1.0 0.0
1.0 3.0 0.0
13.0 15.0 0.0
5.0 7.0 0.0
1.0 1.0 1.0
1.0 3.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 2.0 1.0
1.0 7.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
2.0 3.0 0.0
40.0 32.0 6.0
10.0 43.0 49.0
1.0 1.0 0.0
1.0 3.0 0.0
14.0 5.0 1.0
17.0 12.0 5.0
1.0 2.0 0.0
3.0 2.0 2.0
2.0 1.0 0.0
3.0 29.0 2.0
1.0 9.0 0.0
2.0 8.0 0.0
3.0 10.0 2.0
0.0 1.0 0.0
12.0 5.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
7.0 22.0 0.0
4.0 17.0 1.0
0.0 0.0 0.0
1.0 1.0 1.0
14.0 18.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 8.0 0.0
0.0 1.0 0.0
3.0 7.0 0.0
0.0 1.0 0.0
1.0 7.0 0.0
1.0 7.0 1.0
8.0 10.0 3.0
3.0 6.0 0.0
0.0 1.0 2.0
17.0 13.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
0.0 0.0 0.0
36.0 26.0 49.0
1.0 1.0 0.0
0.0 0.0 0.0
7.0 19.0 0.0
2.0 2.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 17.0 1.0
7.0 15.0 0.0
5.0 5.0 1.0
1.0 1.0 1.0
12.0 15.0 8.0
2.0 8.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
97.0 68.0 497.0
10.0 7.0 3.0
1.0 3.0 1.0
6.0 2.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
6.0 5.0 0.0
8.0 8.0 2.0
0.0 1.0 0.0
1.0 1.0 0.0
10.0 38.0 61.0
0.0 1.0 0.0
3.0 7.0 0.0
0.0 4.0 0.0
1.0 4.0 0.0
2.0 1.0 0.0
7.0 24.0 1.0
1.0 5.0 0.0
6.0 21.0 22.0
1.0 0.0 0.0
1.0 2.0 0.0
2.0 6.0 0.0
4.0 30.0 9.0
0.0 0.0 0.0
1.0 6.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
6.0 6.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
16.0 3.0 0.0
1.0 5.0 0.0
4.0 13.0 1.0
1.0 1.0 0.0
4.0 14.0 4.0
2.0 7.0 0.0
1.0 1.0 1.0
2.0 18.0 3.0
0.0 1.0 0.0
4.0 29.0 72.0
2.0 7.0 1.0
21.0 30.0 162.0
1.0 1.0 0.0
1.0 2.0 0.0
11.0 15.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 0.0 0.0
11.0 4.0 1.0
1.0 11.0 1.0
1.0 2.0 0.0
1.0 9.0 0.0
1.0 22.0 11.0
4.0 1.0 1.0
1.0 1.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
34.0 28.0 10.0
1.0 2.0 0.0
7.0 8.0 1.0
0.0 1.0 0.0
6.0 19.0 3.0
4.0 13.0 1.0
19.0 21.0 69.0
1.0 1.0 0.0
13.0 20.0 14.0
1.0 2.0 0.0
1.0 5.0 0.0
0.0 1.0 0.0
3.0 15.0 0.0
5.0 20.0 1.0
6.0 11.0 1.0
3.0 4.0 0.0
2.0 21.0 1.0
1.0 10.0 0.0
2.0 4.0 4.0
19.0 35.0 102.0
1.0 5.0 0.0
1.0 0.0 0.0
4.0 10.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 2.0 0.0
6.0 9.0 1.0
1.0 1.0 0.0
1.0 4.0 0.0
2.0 3.0 1.0
2.0 2.0 0.0
1.0 3.0 0.0
4.0 1.0 0.0
3.0 1.0 0.0
20.0 9.0 3.0
9.0 30.0 1.0
14.0 23.0 75.0
1.0 3.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
6.0 14.0 42.0
3.0 17.0 1.0
10.0 11.0 47.0
1.0 3.0 0.0
2.0 1.0 0.0
4.0 6.0 1.0
1.0 1.0 0.0
84.0 126.0 467.0
0.0 1.0 0.0
5.0 4.0 1.0
1.0 3.0 0.0
0.0 6.0 0.0
0.0 1.0 0.0
11.0 10.0 2.0
26.0 52.0 253.0
1.0 2.0 0.0
2.0 8.0 0.0
54.0 47.0 106.0
1.0 1.0 0.0
1.0 2.0 1.0
2.0 4.0 0.0
1.0 8.0 0.0
1.0 5.0 1.0
6.0 1.0 0.0
0.0 1.0 0.0
10.0 15.0 0.0
1.0 1.0 1.0
3.0 13.0 1.0
0.0 1.0 0.0
8.0 47.0 26.0
5.0 32.0 0.0
1.0 3.0 0.0
4.0 1.0 0.0
1.0 1.0 0.0
1.0 6.0 25.0
40.0 9.0 16.0
19.0 9.0 30.0
1.0 2.0 0.0
3.0 17.0 0.0
1.0 7.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 1.0 0.0
2.0 2.0 1.0
7.0 12.0 22.0
7.0 17.0 20.0
1.0 1.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
9.0 2.0 0.0
3.0 14.0 1.0
0.0 1.0 0.0
1.0 8.0 1.0
3.0 2.0 1.0
1.0 5.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
9.0 13.0 1.0
1.0 1.0 0.0
16.0 12.0 46.0
2.0 10.0 2.0
20.0 53.0 27.0
1.0 3.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
7.0 11.0 24.0
7.0 1.0 0.0
3.0 4.0 0.0
0.0 1.0 0.0
4.0 6.0 1.0
2.0 11.0 1.0
1.0 1.0 0.0
5.0 21.0 1.0
3.0 2.0 0.0
2.0 20.0 1.0
5.0 8.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
2.0 5.0 1.0
8.0 41.0 1.0
23.0 20.0 9.0
4.0 15.0 5.0
3.0 2.0 0.0
0.0 0.0 0.0
4.0 4.0 0.0
5.0 9.0 0.0
14.0 26.0 77.0
1.0 1.0 1.0
0.0 0.0 0.0
12.0 8.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
5.0 16.0 1.0
1.0 1.0 0.0
11.0 22.0 2.0
2.0 8.0 0.0
2.0 2.0 0.0
0.0 1.0 0.0
2.0 4.0 0.0
1.0 1.0 0.0
2.0 4.0 1.0
4.0 7.0 1.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
17.0 39.0 45.0
1.0 4.0 1.0
2.0 12.0 2.0
1.0 2.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
2.0 2.0 1.0
2.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
7.0 34.0 1.0
0.0 1.0 0.0
1.0 6.0 0.0
1.0 14.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
12.0 29.0 117.0
1.0 3.0 0.0
48.0 27.0 2.0
12.0 33.0 2.0
0.0 1.0 0.0
35.0 62.0 105.0
2.0 28.0 5.0
1.0 1.0 0.0
0.0 2.0 0.0
4.0 2.0 0.0
3.0 6.0 0.0
1.0 9.0 1.0
2.0 5.0 2.0
2.0 3.0 0.0
0.0 1.0 0.0
6.0 11.0 2.0
3.0 1.0 0.0
24.0 38.0 29.0
20.0 33.0 30.0
1.0 4.0 0.0
2.0 3.0 1.0
5.0 15.0 6.0
1.0 1.0 0.0
4.0 5.0 0.0
0.0 2.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
7.0 19.0 4.0
27.0 10.0 13.0
3.0 6.0 1.0
2.0 6.0 1.0
1.0 5.0 0.0
1.0 1.0 0.0
6.0 17.0 0.0
20.0 25.0 1.0
2.0 5.0 0.0
1.0 1.0 0.0
2.0 1.0 1.0
1.0 1.0 0.0
1.0 4.0 0.0
10.0 18.0 1.0
1.0 0.0 0.0
0.0 1.0 0.0
3.0 2.0 0.0
20.0 29.0 10.0
4.0 1.0 0.0
1.0 3.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
4.0 11.0 0.0
0.0 2.0 0.0
2.0 3.0 0.0
1.0 17.0 4.0
1.0 3.0 1.0
7.0 21.0 2.0
1.0 1.0 0.0
2.0 7.0 11.0
1.0 6.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
2.0 1.0 0.0
0.0 2.0 0.0
14.0 12.0 0.0
9.0 19.0 4.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
1.0 4.0 0.0
6.0 8.0 8.0
1.0 8.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
1.0 6.0 0.0
28.0 17.0 2.0
2.0 7.0 0.0
5.0 19.0 5.0
1.0 2.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 6.0 0.0
17.0 11.0 1.0
0.0 2.0 0.0
8.0 8.0 1.0
1.0 5.0 0.0
16.0 39.0 13.0
14.0 19.0 1.0
2.0 5.0 0.0
0.0 1.0 0.0
1.0 3.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
9.0 7.0 0.0
0.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
5.0 6.0 0.0
1.0 4.0 0.0
16.0 6.0 6.0
7.0 8.0 3.0
3.0 6.0 0.0
5.0 6.0 1.0
1.0 2.0 0.0
4.0 2.0 0.0
14.0 6.0 3.0
2.0 3.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
9.0 8.0 15.0
1.0 1.0 0.0
46.0 37.0 127.0
3.0 6.0 3.0
0.0 2.0 0.0
1.0 1.0 0.0
6.0 2.0 1.0
5.0 4.0 0.0
25.0 83.0 11.0
1.0 1.0 0.0
8.0 3.0 0.0
1.0 4.0 0.0
3.0 9.0 0.0
0.0 0.0 0.0
2.0 21.0 1.0
1.0 4.0 0.0
1.0 1.0 0.0
2.0 8.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
18.0 6.0 1.0
0.0 1.0 0.0
5.0 29.0 1.0
2.0 4.0 0.0
1.0 6.0 3.0
5.0 7.0 1.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
4.0 32.0 1.0
1.0 1.0 0.0
1.0 4.0 0.0
12.0 13.0 1.0
7.0 7.0 1.0
2.0 2.0 0.0
2.0 1.0 1.0
1.0 2.0 0.0
1.0 4.0 0.0
22.0 49.0 97.0
0.0 1.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
5.0 7.0 1.0
0.0 1.0 0.0
1.0 3.0 0.0
0.0 2.0 0.0
3.0 21.0 35.0
1.0 3.0 1.0
1.0 7.0 0.0
5.0 8.0 0.0
11.0 4.0 0.0
20.0 12.0 1.0
6.0 6.0 1.0
2.0 11.0 0.0
12.0 45.0 2.0
9.0 35.0 8.0
0.0 1.0 0.0
1.0 3.0 0.0
3.0 9.0 4.0
8.0 22.0 13.0
0.0 0.0 0.0
1.0 1.0 0.0
5.0 2.0 22.0
2.0 3.0 1.0
6.0 8.0 2.0
6.0 27.0 40.0
0.0 1.0 0.0
2.0 1.0 0.0
6.0 4.0 1.0
2.0 16.0 0.0
1.0 5.0 0.0
8.0 15.0 0.0
5.0 11.0 2.0
11.0 24.0 0.0
0.0 2.0 0.0
1.0 3.0 1.0
1.0 8.0 0.0
9.0 14.0 1.0
3.0 11.0 3.0
13.0 5.0 1.0
1.0 2.0 0.0
5.0 2.0 0.0
17.0 7.0 3.0
1.0 3.0 0.0
2.0 3.0 0.0
17.0 5.0 4.0
15.0 9.0 0.0
1.0 6.0 0.0
19.0 8.0 1.0
1.0 9.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 2.0 0.0
1.0 3.0 0.0
1.0 4.0 0.0
4.0 1.0 0.0
1.0 1.0 0.0
10.0 11.0 17.0
3.0 1.0 1.0
1.0 3.0 1.0
4.0 3.0 0.0
1.0 2.0 0.0
4.0 24.0 0.0
1.0 2.0 0.0
4.0 1.0 0.0
9.0 28.0 78.0
1.0 10.0 1.0
1.0 1.0 0.0
52.0 9.0 12.0
10.0 9.0 11.0
5.0 24.0 1.0
0.0 0.0 0.0
0.0 1.0 0.0
16.0 4.0 0.0
0.0 2.0 1.0
1.0 3.0 0.0
2.0 10.0 2.0
1.0 2.0 0.0
14.0 27.0 1.0
11.0 25.0 1.0
8.0 7.0 0.0
0.0 0.0 0.0
15.0 33.0 3.0
1.0 2.0 0.0
14.0 22.0 1.0
12.0 8.0 11.0
1.0 1.0 0.0
9.0 6.0 0.0
5.0 8.0 1.0
3.0 6.0 38.0
3.0 11.0 1.0
4.0 10.0 1.0
0.0 0.0 0.0
3.0 12.0 8.0
0.0 1.0 0.0
2.0 3.0 1.0
1.0 7.0 0.0
8.0 12.0 0.0
1.0 3.0 0.0
0.0 1.0 0.0
2.0 13.0 1.0
8.0 14.0 24.0
1.0 1.0 0.0
1.0 5.0 0.0
0.0 0.0 0.0
7.0 11.0 2.0
0.0 1.0 0.0
54.0 48.0 277.0
3.0 22.0 75.0
7.0 4.0 0.0
0.0 0.0 0.0
7.0 9.0 17.0
1.0 1.0 0.0
2.0 1.0 0.0
1.0 4.0 0.0
3.0 3.0 1.0
2.0 10.0 9.0
5.0 5.0 1.0
11.0 8.0 1.0
8.0 23.0 41.0
2.0 2.0 1.0
2.0 6.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
4.0 2.0 0.0
1.0 6.0 0.0
7.0 24.0 23.0
1.0 1.0 0.0
1.0 1.0 0.0
13.0 43.0 4.0
30.0 17.0 106.0
29.0 16.0 45.0
1.0 2.0 0.0
19.0 1.0 1.0
8.0 5.0 1.0
17.0 15.0 1.0
0.0 1.0 0.0
